"province","location","count"
"江苏省","南京信息工程大学滨江学院","1"
"广东省","江南西(地铁站)","1"
"吉林省","珠江家园","1"
"广东省","钟村","1"
"山东省","西城名都","1"
"山西省","汾河公园","1"
"江苏省","南京大学鼓楼校区","1"
"山东省","临西五路","1"
"广东省","广园立交桥","1"
"江西省","南昌大桥","1"
"浙江省","杭州市临平区临平第一中学(望梅校区)","1"
"辽宁省","华东人家","1"
"山东省","临沂大学","1"
"山东省","济南世购商贸广场","1"
"四川省","成都高新技术产业开发区","1"
"浙江省","杭州石上石材护理有限公司","1"
"河南省","古城街","1"
"江苏省","京华城","1"
"江苏省","将军大道","1"
"吉林省","万科上东区","1"
"四川省","苏宁广场","1"
"广东省","广东现代国际展览中心","1"
"广东省","永泰(地铁站)","1"
"内蒙古自治区","昭君路","1"
"吉林省","吉林市龙潭区人民政府","1"
"江苏省","秦淮河风光带","1"
"福建省","九龙城(新华东路)","1"
"山东省","大王村民委员会","1"
"河南省","郑州大学第一附属医院(河医院区)","1"
"山西省","七一北路","1"
"海南省","玉沙京华城(公交站)","1"
"四川省","龙架山","1"
"辽宁省","辽阳万达广场(童)","1"
"福建省","世界金龙大厦","1"
"浙江省","梧田街","1"
"内蒙古自治区","巴林左旗中蒙医院","1"
"福建省","福州市江镜华侨经济开发区","1"
"广东省","大沥镇人民政府","1"
"湖北省","武汉软件新城","1"
"辽宁省","中央复兴里","1"
"黑龙江省","玻璃钢研究院(公交站)","1"
"广东省","广州(天河南步行街店)","1"
"云南省","丽江古城博物院-木府","1"
"山东省","威尼斯酒店","1"
"江苏省","金储村村民委员会","1"
"江西省","庐山国家级旅游风景名胜区","1"
"湖南省","岳麓山","1"
"广东省","琶洲(地铁站)","1"
"四川省","成都东站","1"
"福建省","鼓楼医院","1"
"四川省","成都中医药大学温江校区","1"
"广东省","惠新西街","1"
"广东省","布吉(地铁站)","1"
"云南省","虹桥(地铁站)","1"
"陕西省","陕西历史博物馆","1"
"广东省","农讲所(地铁站)","1"
"福建省","闽赣加油站(建设中)","1"
"湖北省","中国地质大学(西区)","1"
"湖南省","阜埠河(地铁站)","1"
"广东省","华南国家植物园","1"
"山东省","望京村(公交站)","1"
"江苏省","虹桥","1"
"广东省","黄木岗(地铁站)","1"
"四川省","天府广场(地铁站)","1"
"广东省","白马商贸大厦","1"
"江苏省","秣周东路(地铁站)","1"
"吉林省","吉林省中医药科学院第一临床医院","1"
"四川省","四川财经职业学院","1"
"福建省","厦门站","1"
"河北省","五一广场(建设中)","1"
"江苏省","南京德基广场","1"
"江苏省","金鹰国际购物中心(新街口店)","1"
"宁夏回族自治区","宁夏海原县新宇晟枸杞专业合作社","1"
"江苏省","南京市秦淮区夫子庙街道办事处","1"
"广西壮族自治区","南湖公园","1"
"福建省","厦门北站","1"
"浙江省","江东客运站","1"
"浙江省","龙翔桥(地铁站)","1"
"浙江省","钱塘市民中心","1"
"福建省","宝龙广场-兴元(宝龙城市广场南区B店)","1"
"四川省","招商花园城-POP MART(高新招商花园城北区店)","1"
"广西壮族自治区","凤起路","1"
"浙江省","杭州西湖风景名胜区-汪宅","1"
"河北省","六沟镇人民政府","1"
"浙江省","西溪国家湿地公园洪园","1"
"湖南省","德政园","1"
"湖北省","王家湾(地铁站)","1"
"云南省","春熙路","1"
"广东省","前海集翔","1"
"黑龙江省","兴东小区","1"
"浙江省","良渚","1"
"广东省","宝龙同乐(地铁站)","1"
"广东省","贡茶(龙翔学校店)","1"
"辽宁省","十里河","1"
"湖北省","湖北中医药大学昙华林校区","1"
"安徽省","合肥站","1"
"四川省","奥克斯广场","1"
"江苏省","三阳路","1"
"贵州省","福鑫珠宝(富强路店)","1"
"广东省","番禺广场(地铁站)","1"
"四川省","黄木岗","1"
"广东省","南山(地铁站)","1"
"湖南省","长沙银盆岭万达广场","1"
"广东省","番禺广场","1"
"湖北省","螃蟹岬(地铁站)","1"
"浙江省","龙阳路","1"
"江西省","蒙特利","1"
"广东省","大沙地(地铁站)","1"
"广东省","天河南(地铁站)","1"
"陕西省","北大街","1"
"湖南省","中南大学湘雅医院","1"
"安徽省","虎泉山庄","1"
"广西壮族自治区","民族大道","1"
"河南省","武陟医院","1"
"广东省","美好居","1"
"安徽省","万象城","1"
"海南省","海口人民公园","1"
"山东省","淄博市植物园","1"
"广东省","西涌旅游度假区","1"
"江苏省","云龙公园","1"
"河北省","滏阳公园","1"
"四川省","银河歌城KTV","1"
"青海省","湟水","1"
"湖北省","紫阳湖公园站自行车租赁点","1"
"黑龙江省","航空公园","1"
"广西壮族自治区","七星景区","1"
"浙江省","湖州儿童公园","1"
"吉林省","雁鸣湖镇政府","1"
"河北省","乾荣世纪公园","1"
"安徽省","张公山公园","1"
"云南省","中国科学院西双版纳热带植物园(昆明分部)","1"
"海南省","白沙","1"
"浙江省","常乐小区","1"
"新疆维吾尔自治区","头屯河谷森林公园地面停车场(出入口)","1"
"浙江省","西溪国家湿地公园","1"
"广东省","大岭山森林公园","1"
"江苏省","虞山国家森林公园","1"
"广东省","黄山鲁森林公园","1"
"安徽省","雨山湖公园","1"
"辽宁省","辽河公园","1"
"江苏省","锡惠公园(惠河路)(公交站)","1"
"黑龙江省","阳明公园","1"
"广东省","深圳市民中心","1"
"广西壮族自治区","柳侯公园","1"
"河南省","郑州市万山森林公园","1"
"湖南省","桂林村村民委员会","1"
"黑龙江省","北山公园","1"
"河南省","郑州市人民公园","1"
"河南省","花园路","1"
"辽宁省","港湾广场(地铁站)","1"
"四川省","泡桐树中学百仁校区","1"
"河南省","西流湖公园","1"
"湖北省","武汉商务区站商业街","1"
"青海省","青海弘大(公交站)","1"
"甘肃省","前滩","1"
"山东省","青岛太平角公园","1"
"广东省","天坛公园","1"
"四川省","龙江世纪","1"
"广东省","市民公园","1"
"湖南省","北湖公园","1"
"江苏省","赤山湖国家湿地公园","1"
"甘肃省","马跑泉公园","1"
"江苏省","虞山公园","1"
"江西省","艾溪湖森林湿地公园","1"
"浙江省","碧湖镇人民政府","1"
"辽宁省","三角公园","1"
"浙江省","西溪公园","1"
"福建省","三一堂","1"
"广东省","陈家祠社区居民委员会","1"
"新疆维吾尔自治区","红山公园","1"
"四川省","青龙湖湿地公园","1"
"江苏省","拙政园","1"
"广东省","黄江梅塘烈士公园","1"
"四川省","中坝(地铁站)","1"
"湖北省","现代森林花园","1"
"河北省","鲁迅公园","1"
"陕西省","大明宫国家遗址公园","1"
"广东省","花城广场","1"
"河北省","秦皇岛森林体育公园","1"
"江苏省","无锡锡惠公园售票处","1"
"广东省","石湾公园","1"
"江苏省","常州新城·桃李郡","1"
"贵州省","花溪公园","1"
"广东省","荔林公园","1"
"湖南省","滨湖公园","1"
"新疆维吾尔自治区","慕士塔格冰川公园","1"
"广东省","文祠东路","1"
"福建省","厦门白鹭洲公园","1"
"海南省","文化公园(公交站)","1"
"浙江省","富阳区城市森林公园","1"
"海南省","五指山","1"
"广东省","铁路公园","1"
"广东省","羊角山森林公园","1"
"广东省","宝安公园","1"
"江苏省","羊山公园","1"
"江西省","东湖","1"
"广东省","大雁山","1"
"江苏省","苏州丝绸博物馆","1"
"湖北省","神仙湾","1"
"江苏省","南京老山国家森林公园","1"
"湖南省","世纪汇小区","1"
"四川省","双女石公园","1"
"福建省","仙岳公园","1"
"安徽省","神山公园","1"
"山东省","姜山湿地","1"
"山东省","青岛胶州湾隧道","1"
"四川省","人民东路","1"
"湖南省","厉厉茶·新烈士陵园店","1"
"江苏省","惠山国家森林公园","1"
"四川省","绿心公园","1"
"湖北省","丰荷山","1"
"山东省","胶东街道办事处","1"
"浙江省","机场城市大道","1"
"四川省","四川省犍为县大兴镇梧桐村退役军人服务站","1"
"青海省","空港市场","1"
"云南省","盘龙江游船售票厅","1"
"安徽省","大雄宝殿","1"
"山东省","济南鲁能希尔顿酒店及公寓","1"
"河南省","瓦岗镇人民政府","1"
"广东省","惠州平潭机场","1"
"贵州省","图云关隧道","1"
"吉林省","吉林市公安局吉林经济技术开发区分局机场派出所哨口村警务室","1"
"河北省","石家庄正定国际机场","1"
"福建省","新洲大桥","1"
"辽宁省","沈阳桃仙国际机场","1"
"陕西省","咸阳北客站(公交站)","1"
"福建省","泉州晋江国际机场","1"
"广东省","潮汕机场城市候机楼","1"
"湖北省","台北四村","1"
"广东省","南村万博(地铁站)","1"
"广东省","白云机场北站","1"
"广东省","遂城街道办事处","1"
"云南省","战华路与G4216蓉丽高速入口交叉口","1"
"山西省","太原武宿国际机场","1"
"湖北省","黄陂立交桥","1"
"福建省","厦门市安兜小学","1"
"内蒙古自治区","机场高速入口(东向)","1"
"云南省","G8511昆磨高速","1"
"广东省","广园路","1"
"江西省","南昌西收费站(南昌大道出口)","1"
"江苏省","南京站","1"
"福建省","福州长乐国际机场","1"
"浙江省","杭州萧山国际机场武林门航站楼","1"
"四川省","香榭丽都","1"
"广东省","石井","1"
"湖北省","襄阳刘集机场","1"
"广西壮族自治区","星巴克(南宁盛天领域店)","1"
"云南省","S92机场高速","1"
"浙江省","宁波栎社国际机场","1"
"福建省","福州国际航空港城市候机厅","1"
"河南省","经十路与长江东路交叉口","1"
"河南省","河南中原高速公路股份有限公司(航空港分公司)","1"
"陕西省","延安南泥湾机场","1"
"浙江省","机场路与鄞县大道交叉口","1"
"浙江省","浃底隧道","1"
"辽宁省","热岛·黄金海岸","1"
"河北省","机场路","1"
"河北省","邯郸机场","1"
"山东省","临沂启阳机场","1"
"黑龙江省","哈西公路客运站","1"
"辽宁省","锦州客运站(公交站)","1"
"广东省","深圳宝安国际机场T3航站楼","1"
"浙江省","杭州市西湖公证处","1"
"宁夏回族自治区","银川站","1"
"云南省","中国邮政(长水国际机场邮政所)","1"
"广东省","福田(地铁站)","1"
"山东省","章丘龙山","1"
"河南省","洛阳理工学院开元校区","1"
"山东省","S33济徐高速","1"
"四川省","绵阳南郊机场","1"
"新疆维吾尔自治区","乌鲁木齐地窝堡国际机场","1"
"浙江省","机场(地铁站)","1"
"山东省","济南遥墙国际机场","1"
"吉林省","长春站","1"
"江苏省","南京禄口国际机场泰州城市候机楼","1"
"湖南省","九华山","1"
"四川省","小鹏汽车成都机场路销售服务中心停车场","1"
"江苏省","常州奔牛国际机场","1"
"山西省","容海苑","1"
"广东省","东莞理工学院","1"
"浙江省","机场大道与甬江路交叉口","1"
"陕西省","机场高速","1"
"湖北省","荆监一级公路","1"
"山东省","徐家楼社区","1"
"河北省","建设大街","1"
"山东省","泰山路","1"
"河南省","郑州现代农业示范区管理委员会","1"
"湖南省","窑岭湘雅二医院(地铁站)","1"
"广东省","笋岗(地铁站)","1"
"山东省","悦荟广场","1"
"安徽省","安徽省昭潭中学","1"
"河南省","李村村委会","1"
"福建省","厦门市同安区褒建筑农资店","1"
"江西省","江变超市","1"
"山东省","北外环路","1"
"广东省","哈尔滨大饼(棠安路)","1"
"四川省","龙居寺村村民委员会","1"
"河南省","方山村民委员会","1"
"广东省","张槎","1"
"福建省","厦门市同安工业集中区","1"
"四川省","俱乐部","1"
"山东省","临港路","1"
"山东省","林家村镇人民政府","1"
"广东省","中山一路","1"
"贵州省","隧道口(公交站)","1"
"山西省","都市广场(都司街)","1"
"江苏省","环湖佳苑东升小区","1"
"浙江省","云林东路","1"
"广西壮族自治区","万福路","1"
"河南省","九都西路珠江路口西(公交站)","1"
"河南省","长安中路与阜民街交叉口","1"
"四川省","达州客运南站","1"
"四川省","护国市场监管所","1"
"陕西省","团结南路","1"
"广西壮族自治区","石龙镇人民政府","1"
"安徽省","王楼村村委会","1"
"湖北省","高新四路光谷二路(公交站)","1"
"云南省","凤凰山","1"
"广东省","司马山","1"
"新疆维吾尔自治区","新疆罗布人村寨景区","1"
"广东省","飞沙村委会","1"
"吉林省","延吉北收费站(G12珲乌高速入口)","1"
"湖北省","长江二桥","1"
"湖南省","人民中路","1"
"福建省","磨心山","1"
"山东省","济宁高新区创业园","1"
"山东省","中海公园","1"
"广西壮族自治区","万秀菜市","1"
"四川省","云丰村站(公交站)","1"
"新疆维吾尔自治区","恰西草原风景旅游区","1"
"云南省","仁寿村民委员会","1"
"贵州省","黔诚酸汤牛肉(甲秀楼2.0店)","1"
"福建省","大东(大王里店)","1"
"甘肃省","嘉陵江","1"
"山西省","五龙口街","1"
"江苏省","苏州中惠铂尔曼酒店","1"
"广东省","长安广场","1"
"云南省","阳光小学","1"
"河南省","河南省鹤壁市山城区前进路南头旺杰钢材销售部","1"
"云南省","正阳南路","1"
"河南省","牟山大道","1"
"河南省","朝阳街","1"
"河南省","馨苑10区","1"
"河南省","黎阳路","1"
"内蒙古自治区","小淖尔出口(G6京藏高速东向)","1"
"辽宁省","G1京哈高速入口(锦州方向)","1"
"吉林省","世纪广场轻轨站(公交站)","1"
"内蒙古自治区","爱民街","1"
"黑龙江省","南小爱民街","1"
"河南省","北四环","1"
"江西省","象山北路","1"
"河南省","丰庆路与博颂路交叉口","1"
"河南省","山河路","1"
"陕西省","姜谭路","1"
"湖北省","荆中路","1"
"青海省","唐古拉山镇政府","1"
"安徽省","胡同现烤糕点(新华书店住宅楼店)","1"
"山东省","三里河街道办事处","1"
"河南省","浉河公园","1"
"湖北省","武汉欢乐谷","1"
"江苏省","东环服务区","1"
"湖北省","野芷湖大桥","1"
"吉林省","榆树弓棚镇收费站(G1015铁科高速出口)","1"
"江西省","坛子口(地铁站)","1"
"浙江省","S28台金高速","1"
"江苏省","G2501南京绕城高速与G40沪陕高速交叉口","1"
"河北省","兴隆街(公交站)","1"
"山东省","G18荣乌高速","1"
"湖北省","观湖别院","1"
"湖北省","汉西一村","1"
"新疆维吾尔自治区","机场高速","1"
"山东省","龙洞风景区","1"
"陕西省","凤凰沟","1"
"山东省","小安子(公交站)","1"
"陕西省","农科路","1"
"广东省","大塘边路","1"
"辽宁省","G15沈海高速","1"
"河北省","北焦坡村村委会","1"
"河南省","郑州十八里河收费站(京广快速路出口)","1"
"山东省","中山公园","1"
"吉林省","梨树东出口(G1京哈高速东北向)","1"
"湖北省","墨水湖大桥","1"
"内蒙古自治区","少先路与民族东路交叉口","1"
"安徽省","魏武广场","1"
"广东省","新乡市场","1"
"河南省","美年大健康(郑州四分院)","1"
"湖北省","观音垱(公交站)","1"
"福建省","兴隆路与火炬二路交叉口","1"
"山东省","回河南街社区管理委员会","1"
"贵州省","省武警总队(公交站)","1"
"湖北省","长青收费站(四环线出口)","1"
"湖北省","汉中","1"
"江西省","中山路","1"
"湖北省","东吴大道四明路(公交站)","1"
"广东省","南部战区总医院(越秀院区)","1"
"江苏省","秦淮区中医医院","1"
"广西壮族自治区","古道休闲吧","1"
"福建省","上下店路","1"
"广东省","玉湛高速","1"
"福建省","寿宁收费站(G4012溧宁高速入口)","1"
"河南省","G36宁洛高速","1"
"吉林省","松原西收费站(G12珲乌高速入口)","1"
"湖南省","长沙银行(怀化分行)","1"
"山西省","大同收费站(G55二广高速出口)","1"
"云南省","赛格隧道","1"
"安徽省","铜陵路街道办事处","1"
"山东省","银座旅游文化东路恒大帝景店","1"
"广东省","G35济广高速","1"
"河北省","秦皇岛西收费站(G0111秦滨高速出口)","1"
"黑龙江省","G10绥满高速","1"
"江西省","铜鼓隧道","1"
"湖北省","G55二广高速","1"
"河南省","商登高速桥","1"
"内蒙古自治区","陕坝停车区(建设中)","1"
"贵州省","G56杭瑞高速","1"
"湖北省","G70福银高速","1"
"吉林省","双辽南收费站(G25长深高速出口)","1"
"河北省","G0121京秦高速","1"
"四川省","G42沪蓉高速","1"
"江苏省","G50沪渝高速","1"
"山东省","沂源东收费站(G22青兰高速出口)","1"
"湖南省","干杉收费站(S42江干高速出口)","1"
"浙江省","鉴湖服务区","1"
"山西省","东高村4区","1"
"湖南省","S31宜连高速","1"
"贵州省","清镇收费站(G60沪昆高速出口)","1"
"四川省","S1成万高速","1"
"湖北省","日月山水","1"
"湖南省","张家界收费站(G5513长张高速出口)","1"
"吉林省","敦化收费站(G12珲乌高速出口)","1"
"江苏省","沛县安国中学","1"
"江西省","昌栗高速","1"
"河北省","G25长深高速","1"
"贵州省","S20毕威高速","1"
"吉林省","S11牡延高速","1"
"湖南省","浏阳西收费站(S19浏洪高速出口)","1"
"贵州省","S15铜大高速","1"
"福建省","晋江南收费站(S58晋长高速入口)","1"
"浙江省","东山陈村办公楼","1"
"安徽省","G35济广高速","1"
"福建省","城中村委会","1"
"江西省","桐子李村","1"
"山西省","天井关隧道","1"
"山西省","芮城服务区与G59呼北高速交叉口","1"
"湖南省","新塘收费站(G4京港澳高速出口)","1"
"广东省","S23惠大高速","1"
"湖南省","G4京港澳高速","1"
"陕西省","古城滩收费站(G6521榆蓝高速出口)","1"
"山东省","济南郭店立交","1"
"海南省","坡心互通","1"
"广东省","中山坑","1"
"湖南省","东二环(地铁站)","1"
"江西省","文陂收费站(S61吉安绕城高速入口)","1"
"湖北省","青菱湖","1"
"湖北省","梁文海汽车维修部","1"
"广西壮族自治区","G72泉南高速","1"
"河北省","河北慧耕生态农场","1"
"安徽省","G4221沪武高速","1"
"宁夏回族自治区","G20青银高速","1"
"山东省","威海收费站(G18荣乌高速西南向)","1"
"湖南省","G56杭瑞高速","1"
"四川省","仁和收费站(S32西绵高速出口)","1"
"浙江省","田里隧道群2号","1"
"吉林省","延吉西收费站(S12延龙高速入口)","1"
"河北省","G5京昆高速","1"
"湖南省","G60沪昆高速入口(娄底方向)","1"
"河南省","S88郑栾高速","1"
"浙江省","兰海(公交站)","1"
"广东省","清远西收费站(G0421许广高速出口)","1"
"吉林省","吉林省延边朝鲜族自治州人民检察院","1"
"广东省","北门市场(北环城路)","1"
"河南省","G4京港澳高速入口(郑州方向)","1"
"河南省","商丘奥林水泥(南丰直销处)","1"
"安徽省","南陵家发服务区餐厅","1"
"湖北省","G45大广高速与G45大广高速入口交叉口","1"
"吉林省","G1015铁科高速","1"
"福建省","漳平南收费站(S30永漳高速出口)","1"
"湖北省","G50沪渝高速","1"
"江苏省","淹城服务区","1"
"四川省","达川区百节镇工会","1"
"湖南省","沅江南收费站(S71华常高速入口)","1"
"山东省","枣乡街与民生路交叉口","1"
"广东省","G0421许广高速","1"
"广东省","金利燃气","1"
"内蒙古自治区","毕克齐镇人民政府","1"
"云南省","云县西收费站(G5615天猴高速出口云县方向)","1"
"四川省","山东高速大厦","1"
"广东省","棉洋服务区","1"
"安徽省","合安高速改扩建项目办","1"
"浙江省","东阳收费站(G1512甬金高速入口)","1"
"贵州省","贵阳西收费站(G60沪昆高速出口)","1"
"海南省","G9812海琼高速","1"
"河北省","大广高速魏县连接线与G45大广高速入口交叉口","1"
"湖南省","S80衡邵高速","1"
"山东省","乳山东立交","1"
"湖南省","油子塘大桥","1"
"四川省","蜀源大道","1"
"安徽省","龙城隧道","1"
"黑龙江省","红旗村村委会","1"
"广西壮族自治区","屯里大桥","1"
"河北省","北五女(公交站)","1"
"浙江省","内环路","1"
"福建省","G15沈海高速","1"
"内蒙古自治区","G7京新高速入口(哈密方向)","1"
"安徽省","芜宣枢纽与G50沪渝高速交叉口","1"
"浙江省","104国道","1"
"江苏省","S55宁宣高速","1"
"湖北省","G42沪蓉高速","1"
"山东省","博山互通立交","1"
"安徽省","王河服务区（沪渝高速上海方向）","1"
"贵州省","东山","1"
"云南省","G56杭瑞高速","1"
"湖南省","绕城高速(公交站)","1"
"山东省","无棣收费站(G18荣乌高速入口)","1"
"河北省","G1京哈高速","1"
"安徽省","双墩收费站(G40沪陕高速出口)","1"
"湖北省","G45大广高速","1"
"广东省","黄石街","1"
"贵州省","永乐花海","1"
"云南省","宣威复兴收费站(S11威砚高速出口西南向)","1"
"云南省","茨营收费站(S11威砚高速出口)","1"
"云南省","罗平北收费站(G78汕昆高速出口)","1"
"安徽省","S12滁新高速","1"
"安徽省","巢黄高速与巢黄高速入口交叉口","1"
"山西省","玉溪村民委员会","1"
"广东省","珠海大道","1"
"安徽省","巢黄高速","1"
"河北省","清家沟服务区","1"
"广西壮族自治区","梧州南高速路口(公交站)","1"
"辽宁省","二台子乔四诊所","1"
"湖北省","利川收费站(G50沪渝高速出口)","1"
"浙江省","绍兴收费站(G92杭州湾环线高速出口)","1"
"山东省","滨州东收费站(G2516东吕高速出口)","1"
"吉林省","G11鹤大高速","1"
"陕西省","分水岭隧道","1"
"四川省","安岳服务区驿路香自选式快餐","1"
"贵州省","朝阳镇人民政府","1"
"贵州省","晴隆服务区","1"
"四川省","成环路与S2成巴高速入口交叉口","1"
"河北省","S75太行山高速","1"
"江苏省","宁合高速","1"
"云南省","明朗收费站(G5601昆明绕城高速出口)","1"
"内蒙古自治区","盛乐镇(公喇嘛)(公交站)","1"
"福建省","互通区主线2号桥","1"
"山东省","东平收费站(G35济广高速入口)","1"
"浙江省","慈城出口(G15沈海高速北向)","1"
"浙江省","安吉北收费站(S14杭长宜高速出口)","1"
"山西省","史回收费站(青兰线东向)","1"
"广西壮族自治区","南宁安吉客运站","1"
"安徽省","滁淮高速","1"
"山东省","G18荣乌高速入口(文登方向)","1"
"贵州省","务川收费站(S10德习高速入口正务高速方向)","1"
"湖北省","南漳服务区","1"
"山东省","跨胶州湾高速大桥","1"
"河北省","西柏坡高速","1"
"浙江省","丽水北收费站(G25长深高速出口)","1"
"江苏省","宁杭高速","1"
"甘肃省","秦安互通立交","1"
"河南省","云台山","1"
"湖北省","铁机路(地铁站)","1"
"浙江省","遂昌县人民法院共享法庭(定溪村)","1"
"湖南省","长沙县黄花镇人民政府","1"
"湖北省","军运村","1"
"山东省","郭店庚辰钢铁宿舍","1"
"湖北省","五峰山","1"
"山西省","水西关南街","1"
"湖南省","万达广场(湘潭高新店)","1"
"广东省","广东梧桐山风景名胜区","1"
"广西壮族自治区","阳光城","1"
"浙江省","衢州市衢江区湖南镇破石村民委员会","1"
"广东省","辅城坳小学","1"
"江西省","九洲大街与抚生南路交叉口","1"
"河北省","广阳道与新华路交叉口","1"
"内蒙古自治区","住建局","1"
"安徽省","邢庄桥","1"
"江苏省","荆川公园","1"
"山东省","晶华路","1"
"安徽省","路桥小区(中兴路)","1"
"浙江省","清凉峰国家级自然保护区(不对外开放)(暂停开放)","1"
"江苏省","吴江太湖新城","1"
"湖北省","竹山县竹坪乡人民政府","1"
"湖南省","迎宾路","1"
"广西壮族自治区","中山中路","1"
"黑龙江省","儿童公园","1"
"宁夏回族自治区","宝湖国家湿地公园","1"
"四川省","红光大道","1"
"四川省","泰山大道","1"
"四川省","天宇路","1"
"江苏省","机场路","1"
"安徽省","张集村综治中心","1"
"贵州省","亨特国际广场","1"
"河南省","夏集子(公交站)","1"
"湖南省","资兴市唐洞街道办事处","1"
"河北省","中柳林警务站","1"
"湖北省","桥边镇人民政府","1"
"陕西省","大清路","1"
"陕西省","沣泾大道","1"
"山西省","金虎便利(101电车总站店)","1"
"湖北省","马良镇人民政府","1"
"吉林省","三合城村委会","1"
"福建省","下林村村委会","1"
"云南省","湾甸派出所","1"
"山东省","威海里口山风景名胜区","1"
"四川省","新团路","1"
"山东省","奥体中路与轻风路交叉口","1"
"新疆维吾尔自治区","中山北路","1"
"湖南省","体育中心","1"
"四川省","安德街道办事处","1"
"四川省","成都市郫都区德源街道禹庙村村民委员会","1"
"福建省","增田村(公交站)","1"
"辽宁省","大连森林动物园","1"
"江苏省","南京北站(地铁站)","1"
"河南省","赵庄村","1"
"广东省","梅州站","1"
"云南省","纳古派出所","1"
"陕西省","太白路","1"
"安徽省","宣城市泾县榔桥宾馆","1"
"陕西省","终南山悟真风景区","1"
"安徽省","弋矶山","1"
"陕西省","科研巷","1"
"宁夏回族自治区","洪广镇人民政府","1"
"湖北省","贺家坪村委会","1"
"江苏省","白马镇人民政府","1"
"陕西省","胜利油田胶管大全","1"
"陕西省","针织布匹","1"
"贵州省","苏山村村民委员会","1"
"山东省","五峰派出所","1"
"福建省","九华山","1"
"辽宁省","景山住宅小区","1"
"湖北省","齐星花园","1"
"新疆维吾尔自治区","老君庙水库","1"
"新疆维吾尔自治区","石油路","1"
"安徽省","夏集镇人民政府","1"
"安徽省","长安欧尚汽车(广德欧宇)","1"
"河南省","兴泰路","1"
"湖北省","知音桥","1"
"河南省","司马光东路","1"
"河北省","王母观","1"
"江西省","麟潭乡人民政府","1"
"福建省","漳州台商投资区","1"
"广西壮族自治区","桂林古镇江璟酒店(漓江景区大圩古镇店)地面停车点(出入口)","1"
"江苏省","虎丘山风景区","1"
"江苏省","古玩(夫子庙步行街店)","1"
"山东省","海南路","1"
"黑龙江省","大庆路","1"
"山东省","孔府孔庙停车场(出入口)","1"
"四川省","珠江路(地铁站)","1"
"河北省","志新酷车","1"
"浙江省","新大街","1"
"河南省","紫荆山(地铁站)","1"
"湖北省","牛头山国家森林公园","1"
"吉林省","长白镇人民政府","1"
"安徽省","望江路","1"
"安徽省","红石咀公园","1"
"山东省","归化村村委会","1"
"河北省","长安(南宫恒骏店)","1"
"黑龙江省","七星派出所","1"
"湖南省","金桥村谭新明卫生室","1"
"浙江省","西坞岗","1"
"四川省","九龙镇人民政府","1"
"广西壮族自治区","缤纷江南","1"
"内蒙古自治区","内蒙古自治区人民医院","1"
"河南省","中国工商银行(南阳仲景路支行)","1"
"黑龙江省","康金街道兰阳村退役军人服务站","1"
"广西壮族自治区","桂林银行(白圩镇石塘村农村普惠金融综合服务点)","1"
"山西省","劲松北路","1"
"浙江省","光南路与环城东路交叉口","1"
"山西省","小东流(公交站)","1"
"浙江省","朱穴村村民委员会","1"
"湖南省","大鹏西路","1"
"辽宁省","大连老街","1"
"陕西省","罕井镇人民政府","1"
"河南省","商丘古城","1"
"新疆维吾尔自治区","慕士塔格峰","1"
"广东省","江边村东社(公交站)","1"
"陕西省","飞天路","1"
"安徽省","仙寓山风景区","1"
"福建省","环城路","1"
"广东省","洽水镇中心小学旺洞教学点","1"
"安徽省","古城镇人民政府","1"
"安徽省","烈山","1"
"安徽省","沿河村村民委员会","1"
"广西壮族自治区","皮塘水库","1"
"河南省","大众煤业","1"
"广西壮族自治区","南宁街","1"
"陕西省","延安机务段","1"
"安徽省","关庙村公益电影放映点","1"
"浙江省","杭州天目山医院","1"
"广西壮族自治区","长风路","1"
"江苏省","长江路","1"
"山东省","羊里派出所","1"
"江苏省","如家酒店(海安中坝南路店)","1"
"江苏省","舟山路","1"
"湖北省","毛陈镇(公交站)","1"
"安徽省","后马村村民委员会","1"
"浙江省","龙山","1"
"河南省","正太商贸有限公司","1"
"河南省","头道街与文峰北街交叉口","1"
"江苏省","启东经济开发区","1"
"浙江省","余杭街道社区卫生服务中心","1"
"江苏省","南通(南京国际博览中心)","1"
"山东省","杨安镇人民政府","1"
"安徽省","国庆路(公交站)","1"
"安徽省","交通路","1"
"安徽省","丰乐街道(公交站)","1"
"安徽省","三山·时代广场","1"
"山东省","曲阜东站(西出站口)","1"
"安徽省","紫蓬镇人民政府","1"
"河南省","淮海大道","1"
"湖南省","四水厂(公交站)","1"
"湖北省","白溢坪村村民委员会","1"
"河南省","赵沟","1"
"广东省","黄江广场","1"
"河南省","工业路","1"
"云南省","新店镇政府","1"
"江西省","乐豆家(南昌世贸店)","1"
"安徽省","铜陵中学","1"
"湖北省","马桥镇人民政府","1"
"广东省","五指山","1"
"山东省","珠海街道办事处社会治理指挥中心","1"
"海南省","海口市龙华小学","1"
"西藏自治区","布达拉宫","1"
"浙江省","螺山路","1"
"浙江省","仁皇山景区","1"
"浙江省","茗岙梯田","1"
"广东省","火炉山森林公园","1"
"山西省","山西平陆中学","1"
"广东省","清溪湖","1"
"四川省","西佛寺","1"
"广西壮族自治区","永前路四区","1"
"江苏省","淳化","1"
"浙江省","金胜山健康主题公园","1"
"河南省","平顶山","1"
"江苏省","手工烘焙","1"
"广东省","维也纳国际酒店(西樵山景区店)","1"
"安徽省","定光社区","1"
"陕西省","山前洼村卫生室","1"
