"area","location","count"
"新建区","昌盛大药房万达旅游城店","1"
"秀英区","五源河体育场","1"
"青秀区","青秀山风景区","1"
"天心区","贺龙体育馆","1"
"西城区","北京师范大学附属实验中学(北校区)","1"
"西青区","天津工大宾馆","1"
"岳麓区","湖南第一师范学院(东方红校区)","1"
"金水区","郑州市森林公园","1"
"薛城区","枣庄职业学院","1"
"碑林区","乐居场小区","1"
"西湖区","杨公堤","1"
"邗江区","瘦西湖风景区-凉亭","1"
"长宁区","ibp国际会议中心","1"
"蓟州区","盘山","1"
"青山湖区","南昌大学青山湖校区北区","1"
"市南区","青岛中山公园","1"
"安福县","万家批发商行","1"
"金水区","河南省人民医院","1"
"朝阳区","建国门(地铁站)","1"
"姑苏区","桐泾公园","1"
"南湖区","马家浜考古遗址公园","1"
"沙坪坝区","磁器口古镇","1"
"端州区","北岭山森林公园","1"
"大理市","大理古城","1"
"天河区","广东奥林匹克体育中心","1"
"城关区","圣象天门服务中心","1"
"文峰区","万达广场(安阳店)","1"
"南山区","深圳华侨城旅游度假区-生态广场","1"
"赛罕区","内蒙古农业大学西校区","1"
"二七区","康桥溪山御府","1"
"武侯区","成都市高新区","1"
"大理市","大冰的小屋","1"
"武昌区","湖北大学(地铁站)","1"
"浦东新区","上海天然气管网有限公司(华夏西路)","1"
"南山区","蛇口大厦","1"
"徐汇区","宜家家居(上海徐汇商场)","1"
"普陀区","海底捞外送(金通路店)","1"
"江岸区","武汉科学技术馆","1"
"龙华区","观澜版画村版画基地","1"
"姑苏区","虎丘区","1"
"涧西区","王府井购物中心","1"
"松江区","九峰居委会退役军人服务站","1"
"垫江县","桂阳街道(公交站)","1"
"余杭区","杭州师范大学仓前校区","1"
"浦口区","南京信息工程大学水文气象学院","1"
"大兴区","国家林业和草原局管理干部学院","1"
"蒸湘区","银泰红城(建设中)","1"
"临沭县","红石湖公园","1"
"隆化县","茅荆坝森林公园","1"
"顺德区","欢乐海岸PLUS","1"
"长安区","西北大学附属中学郭杜校区","1"
"西城区","广济寺","1"
"海淀区","空军特色医学中心南楼停车场","1"
"西城区","旧鼓楼大街","1"
"三河市","燕郊","1"
"金水区","河南水利与环境职业学院花园路校区","1"
"福田区","深圳市少年宫(装修中)","1"
"河东区","天津市河东区职工大学","1"
"鼓楼区","南京艺术学院","1"
"江北区","朝天门长江大桥","1"
"姑苏区","山塘街","1"
"渝中区","史记记忆火锅(洪崖洞总店)","1"
"渝北区","良玛装饰","1"
"秦都区","中国西部科技创新港陕建指挥部","1"
"金牛区","成都欢乐谷","1"
"武侯区","李子坝九宫格火锅(中铁瑞城3号线店)","1"
"海曙区","鼓楼","1"
"大堂区","葡文书局","1"
"闵行区","莘庄(地铁站)","1"
"闵行区","勇卫商务大厦","1"
"碑林区","西安交通大学兴庆校区","1"
"罗湖区","深圳嘉里中心","1"
"东昌府区","聊大花园","1"
"嘉善县","西塘古镇景区","1"
"沙河口区","东北财经大学","1"
"龙亭区","河南大学金明校区","1"
"杨浦区","复旦大学邯郸校区","1"
"章贡区","马祖岩村委会","1"
"莲湖区","樊记腊汁肉","1"
"天河区","华南师范大学(广州校区石牌校园)","1"
"习水县","三元大桥","1"
"槐荫区","济南西站","1"
"尧都区","临汾职业技术学院","1"
"徐汇区","印象欧洲","1"
"洛龙区","三星超市","1"
"徐汇区","西木小区","1"
"武昌区","武汉大学图书馆(总馆)","1"
"武昌区","洪山礼堂广场","1"
"海淀区","北京大学","1"
"秦淮区","瞻园","1"
"城关区","兰州大学城关校区","1"
"临安区","浙江农林大学东湖校区","1"
"邗江区","新城花园(维扬路)","1"
"雁山区","广西师范大学(雁山校区)","1"
"浦东新区","上海美豪丽致酒店管理有限公司","1"
"龙岗区","横岗","1"
"阿拉善左旗","喀格图","1"
"渝中区","庆隆·海客瀛洲","1"
"大兴区","大羊坊收费站(G2京沪高速东南向)","1"
"崂山区","中国海洋大学崂山校区图书馆","1"
"丰台区","角门西里七号院","1"
"西山区","十里长街","1"
"朝阳区","外企大厦","1"
"青阳县","九华山风景区","1"
"浦东新区","东方体育中心(地铁站)","1"
"天河区","广州图书馆","1"
"田家庵区","百花园小区","1"
"九龙城区","常乐村","1"
"渝中区","两路口皇冠大扶梯","1"
"东昌府区","聊城大学东校区","1"
"加格达奇区","北极村","1"
"万州区","翠屏村村民委员会","1"
"涪陵区","金科·天湖小镇","1"
"秀洲区","思古桥村农产品电商中心","1"
"卢龙县","岳各庄村民委员会","1"
"罗湖区","世界金融中心","1"
"武昌区","BouchonBistro·布熊小馆(万达行政公馆店)","1"
"西青区","杨柳青","1"
"北仑区","世茂·世界湾花园","1"
"海淀区","联想总部(北京)园区","1"
"武侯区","建林宾馆","1"
"龙岗区","九州家园","1"
"北湖区","恒大华府(寒溪路)","1"
"龙海市","漳州站","1"
"虹口区","外滩99","1"
"建邺区","万达影城(建邺万达广场店)","1"
"虹口区","创富大厦(大连路)","1"
"黄岛区","岳都海景公寓","1"
"水城区","玉舍收费站(G56杭瑞高速出口)","1"
"萨尔图区","万达广场(大庆萨尔图店)","1"
"望城区","澳海·澜庭","1"
"玄武区","中山陵景区","1"
"雨花区","吉联MALL","1"
"番禺区","大石(地铁站)","1"
"柳南区","龙屯立交桥","1"
"浦东新区","东方明珠广播电视塔(公交站)","1"
"朝阳区","太阳宫村","1"
"江宁区","东山","1"
"宝安区","公明充电","1"
"威远县","李子坝村村民委员会","1"
"东城区","北京站","1"
"勐腊县","中国科学院西双版纳热带植物园","1"
"红旗区","河南科技学院图书馆","1"
"上城区","湖滨步行街","1"
"旅顺口区","大连医科大学","1"
"小店区","西安烤面筋","1"
"丰泽区","星光耀","1"
"城关区","兰州大学第二医院本部","1"
"昌乐县","昌乐县中医院","1"
"盐田区","盐田港","1"
"江夏区","豹澥街道社区居委会","1"
"龙山县","里耶古城遗址(装修中)","1"
"建德市","姜山路","1"
"嵩县","滨河路","1"
"色尼区","银河大酒店","1"
"平城区","大同大学(御东校区南校区)","1"
"洪山区","农科院社区居委会","1"
"南山区","百姓家经济酒店","1"
"玄武区","白马公园","1"
"闵行区","万科时一区","1"
"温江区","成都新城旅馆","1"
"雨花台区","西善桥","1"
"未央区","西安北站","1"
"秦州区","伏羲路步行街","1"
"海珠区","新港西路","1"
"津南区","津南新城(公交站)","1"
"姑苏区","平江路","1"
"淳安县","阳光水岸度假村","1"
"武侯区","四川省体育馆","1"
"广安区","广安高新区创新创业服务中心","1"
"云岩区","黄果树大厦","1"
"泉山区","盛普轮胎(京怀汽配城)前置仓","1"
"伊宁市","温州商贸城(青年街)","1"
"番禺区","大学城馨园","1"
"钱塘区","杭州师范大学下沙校区","1"
"长安区","长安广场(地铁站)","1"
"庐阳区","杏花公园","1"
"长垣市","新乡市宏达卫材有限公司","1"
"宝安区","石岩汽车站","1"
"九龙城区","华信街红磡(北)渡轮码头(轮渡站)","1"
"青浦区","东方绿舟","1"
"江北区","龙湖重庆春森星悦荟","1"
"包河区","包公园","1"
"洛龙区","绿都·塞纳春天","1"
"江口县","梵净山风景区","1"
"闵行区","莘城公寓","1"
"环翠区","山东药品食品职业学院","1"
"贾汪区","徐州市贾汪区人民医院","1"
"仓山区","金色康城","1"
"渝中区","英利大融城","1"
"历城区","汉峪金谷","1"
"德城区","北园居住小区","1"
"和平区","如家商旅(意大利风情街店)停车场(入口)","1"
"南沙区","长安粘胶","1"
"张店区","山东理工大学","1"
"海淀区","新兴宾馆(普惠西街)","1"
"南浔区","南浔古镇","1"
"仓山区","福建农林大学(金山校区)","1"
"市南区","青岛路","1"
"渝中区","洪崖洞夜市街区","1"
"渝中区","长江大桥","1"
"晋江市","清濛村委会","1"
"榕城区","环市北河大桥","1"
"西城区","神武门(公交站)","1"
"蓝田县","小寨村村委会","1"
"柳南区","革新路","1"
"昆山市","林湖别墅","1"
"南山区","星巴克(深圳阿里中心店)","1"
"渝北区","金港国际","1"
"牟平区","山东中医药高等专科学校","1"
"市中区","青铜山","1"
"甘井子区","大连工业大学","1"
"青秀区","南宁中房","1"
"章贡区","青年路中(公交站)","1"
"武夷山市","武夷学院","1"
"江北区","东原中心写字楼","1"
"驿城区","乐山大道","1"
"昆山市","毛许路","1"
"长宁区","上海龙之梦大酒店","1"
"桥西区","万象城","1"
"长安区","石家庄市北高营小学","1"
"南山区","创维大厦","1"
"叠彩区","漓江景区竹筏游览售票处","1"
"宝山区","吴淞","1"
"凤泉区","东张门村卫生所","1"
"锡山区","无锡东站","1"
"长安区","河北医科大学中山校区","1"
"朝阳区","吉林大学前卫南区","1"
"未央区","珠江新城","1"
"芝罘区","南山公园","1"
"八步区","灵峰商业步行街","1"
"姑苏区","苏州站","1"
"朝阳区","中国传媒大学","1"
"城口县","临江门(地铁站)","1"
"莲都区","九龙国家湿地公园","1"
"开福区","潮宗御苑","1"
"榆阳区","古塔镇人民政府","1"
"漳浦县","杜浔镇人民政府","1"
"文峰区","商颂大街","1"
"荔城区","美年大健康体检中心(莆田分院)","1"
"汝州市","洗耳河","1"
"海淀区","后厂村路","1"
"武侯区","四川大学望江校区","1"
"米东区","古牧地镇人民政府","1"
"南海区","狮山镇人民政府","1"
"崇川区","南通职业大学","1"
"汇川区","董公寺社区卫生服务中心","1"
"武侯区","少陵路","1"
"万州区","中渝·滨江壹号","1"
"老城区","邙山","1"
"青秀区","老牌柳来香螺蛳粉(星湖路店)","1"
"顺德区","佛山市顺德区容桂街道(社保分厅)","1"
"滨江区","迎春南苑","1"
"平川区","小红门","1"
"甘井子区","凌南路","1"
"惠东县","惠东巽寮湾咸泉庄园度假酒店","1"
"萧山区","风尚锐体智慧健身空间(海上明月店)","1"
"湘潭县","湖南科技大学","1"
"卢龙县","卢龙服务区","1"
"洪山区","狮子山街","1"
"兴宾区","西山小区一期","1"
"福清市","福清站","1"
"徐汇区","上海植物园","1"
"岳麓区","东方红广场","1"
"路凼填海区","金光综艺馆","1"
"浦口区","南京信息工程大学滨江学院","1"
"海珠区","江南西(地铁站)","1"
"滨海新区","天津市滨海新区大沽街道总工会","1"
"永吉县","珠江家园","1"
"番禺区","钟村","1"
"潍城区","西城名都","1"
"尧都区","汾河公园","1"
"鼓楼区","南京大学鼓楼校区","1"
"渝中区","化龙桥(地铁站)","1"
"兰山区","临西五路","1"
"黄浦区","上海交通大学医学院附属瑞金医院卢湾分院","1"
"黄浦区","田子坊","1"
"天河区","广园立交桥","1"
"西湖区","南昌大桥","1"
"余杭区","杭州市临平区临平第一中学(望梅校区)","1"
"甘井子区","华东人家","1"
"兰山区","临沂大学","1"
"海淀区","新街口豁口(公交站)","1"
"槐荫区","济南世购商贸广场","1"
"武侯区","成都高新技术产业开发区","1"
"普陀区","上海市普陀区人民医院","1"
"顺义区","花梨坎(地铁站)","1"
"余杭区","杭州石上石材护理有限公司","1"
"西峡县","古城街","1"
"渝北区","天宫殿小区","1"
"红桥区","聚鑫祥殡葬服务站","1"
"和平区","滨江道步行街","1"
"丰台区","印刷宿舍大院","1"
"邗江区","京华城","1"
"丰台区","马连道路","1"
"江宁区","将军大道","1"
"二道区","万科上东区","1"
"武侯区","苏宁广场","1"
"东丽区","橡树湾","1"
"白云区","永泰(地铁站)","1"
"玉泉区","昭君路","1"
"龙潭区","吉林市龙潭区人民政府","1"
"江宁区","秦淮河风光带","1"
"芗城区","九龙城(新华东路)","1"
"龙口市","大王村民委员会","1"
"二七区","郑州大学第一附属医院(河医院区)","1"
"忻府区","七一北路","1"
"龙华区","玉沙京华城(公交站)","1"
"江油市","龙架山","1"
"白塔区","辽阳万达广场(童)","1"
"鼓楼区","世界金龙大厦","1"
"巴南区","龙洲湾商街","1"
"瓯海区","梧田街","1"
"巴林左旗","巴林左旗中蒙医院","1"
"福清市","福州市江镜华侨经济开发区","1"
"南海区","大沥镇人民政府","1"
"洪山区","武汉软件新城","1"
"西岗区","中央复兴里","1"
"香坊区","玻璃钢研究院(公交站)","1"
"天河区","广州(天河南步行街店)","1"
"古城区","丽江古城博物院-木府","1"
"诸城市","威尼斯酒店","1"
"兴化市","金储村村民委员会","1"
"庐山市","庐山国家级旅游风景名胜区","1"
"岳麓区","岳麓山","1"
"海珠区","琶洲(地铁站)","1"
"油尖旺区","旺角东(地铁站)","1"
"成华区","成都东站","1"
"鼓楼区","鼓楼医院","1"
"温江区","成都中医药大学温江校区","1"
"惠城区","惠新西街","1"
"龙岗区","布吉(地铁站)","1"
"海淀区","北京市海淀区科学技术协会","1"
"盘龙区","虹桥(地铁站)","1"
"雁塔区","陕西历史博物馆","1"
"越秀区","农讲所(地铁站)","1"
"宁化县","闽赣加油站(建设中)","1"
"西城区","陶然亭公园","1"
"洪山区","中国地质大学(西区)","1"
"岳麓区","阜埠河(地铁站)","1"
"梁平区","人民广场(公交站)","1"
"朝阳区","立水桥(地铁站)","1"
"海淀区","清河站","1"
"渝中区","石油路","1"
"天河区","华南国家植物园","1"
"渝中区","十八梯茶楼(熊猫公馆店)","1"
"邹平市","望京村(公交站)","1"
"姑苏区","虹桥","1"
"福田区","黄木岗(地铁站)","1"
"徐汇区","徐家汇","1"
"青羊区","天府广场(地铁站)","1"
"虹口区","赤峰路(地铁站)","1"
"青浦区","国家会展中心(上海)","1"
"越秀区","白马商贸大厦","1"
"江宁区","秣周东路(地铁站)","1"
"朝阳区","吉林省中医药科学院第一临床医院","1"
"龙泉驿区","四川财经职业学院","1"
"思明区","厦门站","1"
"襄都区","五一广场(建设中)","1"
"杨浦区","上海市杨浦区四平街道敬老院","1"
"玄武区","南京德基广场","1"
"长寿区","冉家湾大桥","1"
"秦淮区","金鹰国际购物中心(新街口店)","1"
"浦东新区","上海科技馆(装修中)","1"
"海原县","宁夏海原县新宇晟枸杞专业合作社","1"
"秦淮区","南京市秦淮区夫子庙街道办事处","1"
"青秀区","南湖公园","1"
"集美区","厦门北站","1"
"钱塘区","江东客运站","1"
"上城区","龙翔桥(地铁站)","1"
"钱塘区","钱塘市民中心","1"
"中西区","City Hall Marriage Registry","1"
"台江区","宝龙广场-兴元(宝龙城市广场南区B店)","1"
"武侯区","招商花园城-POP MART(高新招商花园城北区店)","1"
"青秀区","凤起路","1"
"上城区","杭州西湖风景名胜区-汪宅","1"
"承德县","六沟镇人民政府","1"
"余杭区","西溪国家湿地公园洪园","1"
"浏阳市","德政园","1"
"汉阳区","王家湾(地铁站)","1"
"鲁甸县","春熙路","1"
"宝安区","前海集翔","1"
"爱民区","兴东小区","1"
"余杭区","良渚","1"
"龙岗区","宝龙同乐(地铁站)","1"
"坪山区","贡茶(龙翔学校店)","1"
"静安区","南京西路(地铁站)","1"
"灯塔市","十里河","1"
"武昌区","湖北中医药大学昙华林校区","1"
"浦东新区","中国科学院上海药物研究所","1"
"瑶海区","合肥站","1"
"武侯区","奥克斯广场","1"
"江都区","三阳路","1"
"番禺区","番禺广场(地铁站)","1"
"静安区","静安寺(地铁站)","1"
"茂县","黄木岗","1"
"南山区","南山(地铁站)","1"
"岳麓区","长沙银盆岭万达广场","1"
"松江区","九亭(地铁站)","1"
"番禺区","番禺广场","1"
"武昌区","螃蟹岬(地铁站)","1"
"和平区","五大道文化旅游区","1"
"平阳县","龙阳路","1"
"珠山区","蒙特利","1"
"渝北区","冉家坝(地铁站)","1"
"徐汇区","中环(徐汇)绿廊","1"
"黄埔区","大沙地(地铁站)","1"
"天河区","天河南(地铁站)","1"
"临潼区","北大街","1"
"开福区","中南大学湘雅医院","1"
"黄浦区","上海世茂广场","1"
"西城区","北京大栅栏","1"
"石台县","虎泉山庄","1"
"青秀区","民族大道","1"
"武陟县","武陟医院","1"
"天河区","美好居","1"
"蜀山区","万象城","1"
"海淀区","百望山森林公园","1"
"龙华区","海口人民公园","1"
"张店区","淄博市植物园","1"
"龙岗区","西涌旅游度假区","1"
"泉山区","云龙公园","1"
"邯山区","滏阳公园","1"
"富顺县","银河歌城KTV","1"
"乐都区","湟水","1"
"武昌区","紫阳湖公园站自行车租赁点","1"
"密山市","航空公园","1"
"七星区","七星景区","1"
"安吉县","湖州儿童公园","1"
"敦化市","雁鸣湖镇政府","1"
"涞水县","乾荣世纪公园","1"
"禹会区","张公山公园","1"
"五华区","中国科学院西双版纳热带植物园(昆明分部)","1"
"美兰区","白沙","1"
"婺城区","常乐小区","1"
"头屯河区","头屯河谷森林公园地面停车场(出入口)","1"
"西湖区","西溪国家湿地公园","1"
"常熟市","虞山国家森林公园","1"
"南沙区","黄山鲁森林公园","1"
"花山区","雨山湖公园","1"
"站前区","辽河公园","1"
"滨湖区","锡惠公园(惠河路)(公交站)","1"
"阳明区","阳明公园","1"
"福田区","深圳市民中心","1"
"浦东新区","世纪公园","1"
"海淀区","北坞公园","1"
"城中区","柳侯公园","1"
"海淀区","首都师范大学","1"
"荥阳市","郑州市万山森林公园","1"
"祁阳市","桂林村村民委员会","1"
"伊美区","北山公园","1"
"二七区","郑州市人民公园","1"
"平桥区","花园路","1"
"中山区","港湾广场(地铁站)","1"
"青羊区","泡桐树中学百仁校区","1"
"中原区","西流湖公园","1"
"江汉区","武汉商务区站商业街","1"
"湟中区","青海弘大(公交站)","1"
"金川区","前滩","1"
"市南区","青岛太平角公园","1"
"花都区","天坛公园","1"
"苍溪县","龙江世纪","1"
"电白区","市民公园","1"
"北湖区","北湖公园","1"
"句容市","赤山湖国家湿地公园","1"
"麦积区","马跑泉公园","1"
"常熟市","虞山公园","1"
"朝阳区","镇海寺郊野公园","1"
"南昌县","艾溪湖森林湿地公园","1"
"莲都区","碧湖镇人民政府","1"
"连山区","三角公园","1"
"朝阳区","杜仲公园","1"
"西湖区","西溪公园","1"
"思明区","三一堂","1"
"荔湾区","陈家祠社区居民委员会","1"
"水磨沟区","红山公园","1"
"潼南区","重庆市潼南区新胜镇盘山村退役军人服务站","1"
"石景山区","门城湖","1"
"龙泉驿区","青龙湖湿地公园","1"
"姑苏区","拙政园","1"
"宝山区","顾村公园","1"
"青羊区","中坝(地铁站)","1"
"洪山区","现代森林花园","1"
"长宁区","中山公园","1"
"北戴河区","鲁迅公园","1"
"新城区","大明宫国家遗址公园","1"
"天河区","花城广场","1"
"朝阳区","奥林匹克森林公园北园","1"
"海港区","秦皇岛森林体育公园","1"
"虹口区","和平公园","1"
"滨湖区","无锡锡惠公园售票处","1"
"博罗县","石湾公园","1"
"武进区","常州新城·桃李郡","1"
"花溪区","花溪公园","1"
"南山区","荔林公园","1"
"浦东新区","杨浦大桥出口(五洲大道东向)","1"
"武陵区","滨湖公园","1"
"塔什库尔干塔吉克自治县","慕士塔格冰川公园","1"
"海淀区","香山公园","1"
"澄海区","文祠东路","1"
"思明区","厦门白鹭洲公园","1"
"昌江黎族自治县","文化公园(公交站)","1"
"钱塘区","富阳区城市森林公园","1"
"武隆区","仙女山国家森林公园","1"
"琼中黎族苗族自治县","五指山","1"
"源城区","铁路公园","1"
"佛冈县","羊角山森林公园","1"
"宝安区","宝安公园","1"
"栖霞区","羊山公园","1"
"东湖区","东湖","1"
"光明区","大雁山","1"
"姑苏区","苏州丝绸博物馆","1"
"夷陵区","神仙湾","1"
"浦口区","南京老山国家森林公园","1"
"普陀区","长风公园","1"
"宁远县","世纪汇小区","1"
"顺庆区","双女石公园","1"
"湖里区","仙岳公园","1"
"镜湖区","神山公园","1"
"石景山区","八大处公园","1"
"莱西市","姜山湿地","1"
"市南区","青岛胶州湾隧道","1"
"市中区","人民东路","1"
"平江县","厉厉茶·新烈士陵园店","1"
"滨湖区","惠山国家森林公园","1"
"市中区","绿心公园","1"
"黄陂区","丰荷山","1"
"简阳市","成都双流国际机场","1"
"胶州市","胶东街道办事处","1"
"萧山区","机场城市大道","1"
"渝北区","重庆江北国际机场T2A航站楼","1"
"犍为县","四川省犍为县大兴镇梧桐村退役军人服务站","1"
"元朗区","元朗中心","1"
"平安区","空港市场","1"
"五华区","盘龙江游船售票厅","1"
"砀山县","大雄宝殿","1"
"市中区","济南鲁能希尔顿酒店及公寓","1"
"汤阴县","瓦岗镇人民政府","1"
"海淀区","五道口(地铁站)","1"
"惠阳区","惠州平潭机场","1"
"南明区","图云关隧道","1"
"昌邑区","吉林市公安局吉林经济技术开发区分局机场派出所哨口村警务室","1"
"正定县","石家庄正定国际机场","1"
"嘉模堂区","机场(地铁站)","1"
"集美区","新洲大桥","1"
"浑南区","沈阳桃仙国际机场","1"
"东城区","北新桥(地铁站)","1"
"秦都区","咸阳北客站(公交站)","1"
"晋江市","泉州晋江国际机场","1"
"朝阳区","安慧桥","1"
"朝阳区","三元桥与S12机场高速交叉口","1"
"揭东区","潮汕机场城市候机楼","1"
"海淀区","中华世纪坛","1"
"江岸区","台北四村","1"
"昌平区","天通苑学校","1"
"番禺区","南村万博(地铁站)","1"
"白云区","白云机场北站","1"
"遂溪县","遂城街道办事处","1"
"华坪县","战华路与G4216蓉丽高速入口交叉口","1"
"小店区","太原武宿国际机场","1"
"黄陂区","黄陂立交桥","1"
"顺义区","北京首都国际机场T3-C航站楼侯机区","1"
"湖里区","厦门市安兜小学","1"
"赛罕区","机场高速入口(东向)","1"
"峨山彝族自治县","G8511昆磨高速","1"
"白云区","广园路","1"
"新建区","南昌西收费站(南昌大道出口)","1"
"浦东新区","东方明珠广播电视塔","1"
"玄武区","南京站","1"
"长乐区","福州长乐国际机场","1"
"拱墅区","杭州萧山国际机场武林门航站楼","1"
"仁和区","香榭丽都","1"
"白云区","石井","1"
"襄州区","襄阳刘集机场","1"
"东城区","北京天坛普华医院","1"
"江南区","星巴克(南宁盛天领域店)","1"
"盘龙区","S92机场高速","1"
"海曙区","宁波栎社国际机场","1"
"台江区","福州国际航空港城市候机厅","1"
"河东区","收货区","1"
"宝山区","北京(上海东昌店)","1"
"宛城区","经十路与长江东路交叉口","1"
"静安区","上海商城","1"
"新郑市","河南中原高速公路股份有限公司(航空港分公司)","1"
"宝塔区","延安南泥湾机场","1"
"海曙区","机场路与鄞县大道交叉口","1"
"龙湾区","浃底隧道","1"
"金州区","热岛·黄金海岸","1"
"桥东区","机场路","1"
"邯山区","邯郸机场","1"
"朝阳区","慧忠路","1"
"东城区","东直门","1"
"浦东新区","上海浦东国际机场2号航站楼","1"
"河东区","临沂启阳机场","1"
"东城区","S12机场高速","1"
"南岗区","哈西公路客运站","1"
"凌河区","锦州客运站(公交站)","1"
"福田区","深圳宝安国际机场T3航站楼","1"
"西湖区","杭州市西湖公证处","1"
"朝阳区","良子健身(华贸一店)","1"
"金凤区","银川站","1"
"虹口区","凯德龙之梦","1"
"官渡区","中国邮政(长水国际机场邮政所)","1"
"福田区","福田(地铁站)","1"
"章丘区","章丘龙山","1"
"洛龙区","洛阳理工学院开元校区","1"
"嘉祥县","S33济徐高速","1"
"涪城区","绵阳南郊机场","1"
"新市区","乌鲁木齐地窝堡国际机场","1"
"龙湾区","机场(地铁站)","1"
"历城区","济南遥墙国际机场","1"
"宽城区","长春站","1"
"海陵区","南京禄口国际机场泰州城市候机楼","1"
"岳阳楼区","九华山","1"
"武侯区","小鹏汽车成都机场路销售服务中心停车场","1"
"新北区","常州奔牛国际机场","1"
"潞州区","容海苑","1"
"南岸区","龍頭男士理发馆(永辉超市傍边)","1"
"龙湾区","机场大道与甬江路交叉口","1"
"渭城区","机场高速","1"
"沙市区","荆监一级公路","1"
"泰山区","徐家楼社区","1"
"海港区","建设大街","1"
"岱岳区","泰山路","1"
"中牟县","郑州现代农业示范区管理委员会","1"
"芙蓉区","窑岭湘雅二医院(地铁站)","1"
"罗湖区","笋岗(地铁站)","1"
"市北区","悦荟广场","1"
"东至县","安徽省昭潭中学","1"
"南召县","李村村委会","1"
"同安区","厦门市同安区褒建筑农资店","1"
"新建区","江变超市","1"
"胶州市","北外环路","1"
"白云区","哈尔滨大饼(棠安路)","1"
"什邡市","龙居寺村村民委员会","1"
"辉县市","方山村民委员会","1"
"禅城区","张槎","1"
"同安区","厦门市同安工业集中区","1"
"仁寿县","俱乐部","1"
"黄岛区","临港路","1"
"诸城市","林家村镇人民政府","1"
"汇川区","隧道口(公交站)","1"
"迎泽区","都市广场(都司街)","1"
"昆山市","环湖佳苑东升小区","1"
"历城区","山大南路","1"
"海曙区","云林东路","1"
"临桂区","万福路","1"
"涧西区","九都西路珠江路口西(公交站)","1"
"林州市","长安中路与阜民街交叉口","1"
"达川区","达州客运南站","1"
"纳溪区","护国市场监管所","1"
"雁塔区","团结南路","1"
"象州县","石龙镇人民政府","1"
"临泉县","王楼村村委会","1"
"江夏区","高新四路光谷二路(公交站)","1"
"禄丰市","凤凰山","1"
"斗门区","司马山","1"
"尉犁县","新疆罗布人村寨景区","1"
"金湾区","飞沙村委会","1"
"延吉市","延吉北收费站(G12珲乌高速入口)","1"
"江岸区","长江二桥","1"
"芙蓉区","人民中路","1"
"思明区","磨心山","1"
"任城区","济宁高新区创业园","1"
"滨城区","中海公园","1"
"西乡塘区","万秀菜市","1"
"郫都区","云丰村站(公交站)","1"
"沙坪坝区","大学城(地铁站)","1"
"武隆区","武隆喀斯特旅游区-羊角古镇","1"
"巩留县","恰西草原风景旅游区","1"
"永平县","仁寿村民委员会","1"
"长宁区","华山绿地","1"
"九龙坡区","解放碑步行街","1"
"荣昌区","宏博·澎湖湾-望龙门","1"
"南明区","黔诚酸汤牛肉(甲秀楼2.0店)","1"
"鼓楼区","大东(大王里店)","1"
"徽县","嘉陵江","1"
"杏花岭区","五龙口街","1"
"姑苏区","苏州中惠铂尔曼酒店","1"
"西山区","阳光小学","1"
"山城区","河南省鹤壁市山城区前进路南头旺杰钢材销售部","1"
"隆阳区","正阳南路","1"
"山城区","牟山大道","1"
"山城区","朝阳街","1"
"鹤山区","馨苑10区","1"
"浚县","黎阳路","1"
"察哈尔右翼前旗","小淖尔出口(G6京藏高速东向)","1"
"连山区","G1京哈高速入口(锦州方向)","1"
"二道区","世纪广场轻轨站(公交站)","1"
"新城区","爱民街","1"
"东安区","南小爱民街","1"
"惠济区","北四环","1"
"东湖区","象山北路","1"
"金水区","丰庆路与博颂路交叉口","1"
"宝丰县","山河路","1"
"渭滨区","姜谭路","1"
"荆州区","荆中路","1"
"格尔木市","唐古拉山镇政府","1"
"杜集区","胡同现烤糕点(新华书店住宅楼店)","1"
"胶州市","三里河街道办事处","1"
"怀柔区","中国科学院大学雁栖湖校区","1"
"浉河区","浉河公园","1"
"洪山区","武汉欢乐谷","1"
"栖霞区","东环服务区","1"
"洪山区","野芷湖大桥","1"
"榆树市","榆树弓棚镇收费站(G1015铁科高速出口)","1"
"西湖区","坛子口(地铁站)","1"
"临海市","S28台金高速","1"
"六合区","G2501南京绕城高速与G40沪陕高速交叉口","1"
"双桥区","兴隆街(公交站)","1"
"沾化区","G18荣乌高速","1"
"丰台区","南四环西路","1"
"武昌区","观湖别院","1"
"硚口区","汉西一村","1"
"新市区","机场高速","1"
"门头沟区","龙门涧风景区","1"
"市中区","龙洞风景区","1"
"洛南县","凤凰沟","1"
"兰山区","小安子(公交站)","1"
"神木市","农科路","1"
"顺德区","大塘边路","1"
"金州区","G15沈海高速","1"
"平山县","北焦坡村村委会","1"
"管城回族区","郑州十八里河收费站(京广快速路出口)","1"
"市中区","中山公园","1"
"梨树县","梨树东出口(G1京哈高速东北向)","1"
"汉阳区","墨水湖大桥","1"
"昆都仑区","少先路与民族东路交叉口","1"
"谯城区","魏武广场","1"
"金平区","新乡市场","1"
"金水区","美年大健康(郑州四分院)","1"
"沙市区","观音垱(公交站)","1"
"湖里区","兴隆路与火炬二路交叉口","1"
"济阳区","回河南街社区管理委员会","1"
"宝坻区","新安镇人民政府","1"
"观山湖区","省武警总队(公交站)","1"
"东西湖区","长青收费站(四环线出口)","1"
"硚口区","汉中","1"
"东湖区","中山路","1"
"东西湖区","东吴大道四明路(公交站)","1"
"越秀区","南部战区总医院(越秀院区)","1"
"秦淮区","秦淮区中医医院","1"
